antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
frozenset({'JUMBO BAG WOODLAND ANIMALS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.027844263602999842,0.10539333014201373,0.014839636189564385,0.5329512893982807,5.056783846569304,0.011905036523092166,1.9154461827020686,0.8252235914949193
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.05544917823520026,0.10539333014201373,0.028083612573799266,0.5064748201438849,4.805568051236528,0.022239639025953443,1.8126869841145787,0.8383964497155011
frozenset({'JUMBO STORAGE BAG SKULLS'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.033429072921653105,0.10539333014201373,0.01779160682942397,0.532219570405728,5.049841101790609,0.014268405510650731,1.9124499728086546,0.8297104171717601
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0536939524493378,0.10539333014201373,0.03015797032072762,0.5616641901931649,5.329219500288516,0.024498985863604977,2.0409162332692365,0.8584487687851655
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG  BLACK SKULL.'}),0.06558161799904261,0.07579384075315143,0.03398755385351843,0.5182481751824818,6.837602766039185,0.029016871142564987,1.9184279366184585,0.91366986069422
frozenset({'LUNCH BAG VINTAGE LEAF DESIGN'}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.04396042763682783,0.05935854475825754,0.02225945428434658,0.5063520871143375,8.530399274047186,0.019650027272873793,1.9054905949933827,0.9233636540654816
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.03949258018190522,0.08568693154619435,0.020105313547151747,0.509090909090909,5.94128999492128,0.016721315532522242,1.8624895838873816,0.8658823110604821
frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.03949258018190522,0.06637944790170736,0.023535982128610182,0.595959595959596,8.97807400932401,0.020914486459921403,2.3107108664432747,0.925154265585998
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.06558161799904261,0.08568693154619435,0.03630126057124621,0.5535279805352799,6.4598879963027915,0.03068177295907358,2.0478619680354995,0.9045183300306252
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.051220679751077074,0.08568693154619435,0.027764480612733365,0.5420560747663551,6.326006369759306,0.023375537733153283,1.9965611902970857,0.8873742997320715
frozenset({'LUNCH BAG WOODLAND'}),frozenset({'LUNCH BAG SPACEBOY DESIGN'}),0.051220679751077074,0.06637944790170736,0.02624860379767034,0.5124610591900312,7.720176581595974,0.02284860335464368,1.9149661164444214,0.9174623281263897
frozenset({'PAPER CHAIN KIT VINTAGE CHRISTMAS'}),"frozenset({""PAPER CHAIN KIT 50'S CHRISTMAS""})",0.04563587043242381,0.06382639221318015,0.029918621349928197,0.6555944055944056,10.27152534965035,0.027005848384718444,2.718229967787112,0.9458061639636627
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03382798787298548,0.046194351364289135,0.020504228498484125,0.6061320754716981,13.121346172646398,0.01894156654073252,2.421638293542164,0.9561323407030882
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.029041008456996968,0.046194351364289135,0.016116164033827988,0.554945054945055,12.013266526219894,0.014774633485192177,2.143118864835795,0.9441785920580553
frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),frozenset({'REGENCY CAKESTAND 3 TIER'}),0.05082176479974469,0.10140418062868996,0.02553055688527206,0.5023547880690739,4.953984983208318,0.02037701746764995,1.8056957001246832,0.8408771644111961
frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS'}),0.015876815063028564,0.04364129567576193,0.010850486676240625,0.6834170854271356,15.659871569915389,0.010157601895685604,3.020879081913069,0.951245260974272
frozenset({'VINTAGE HEADS AND TAILS CARD GAME'}),frozenset({'VINTAGE SNAP CARDS'}),0.031115366203925323,0.04954523695548109,0.017871389819690442,0.5743589743589743,11.59261736653041,0.016329771628160395,2.2329961300443513,0.9430825628176172
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE'}),0.06231051539811712,0.05616722514759853,0.03263124301898835,0.5236875800256082,9.323721772785474,0.0291314342715594,1.9815413902143162,0.9520707088883513
frozenset({'WOODEN FRAME ANTIQUE WHITE'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.05616722514759853,0.06231051539811712,0.03263124301898835,0.5809659090909091,9.323721772785474,0.0291314342715594,2.2377403293550016,0.9458737989488413
frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),0.03015797032072762,0.03271102600925483,0.022977501196744854,0.7619047619047619,23.291986062717765,0.0219910030451972,4.062613690761129,0.9868274925962489
frozenset({'WOODEN HEART CHRISTMAS SCANDINAVIAN'}),frozenset({'WOODEN STAR CHRISTMAS SCANDINAVIAN'}),0.03271102600925483,0.03015797032072762,0.022977501196744854,0.7024390243902439,23.29198606271777,0.0219910030451972,3.2593051817090295,0.989432118112834
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.01779160682942397,0.05951811073879049,0.010531354715174725,0.5919282511210762,9.945346782240708,0.009472431889680048,2.3046973769807657,0.9157430039161825
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.020344662517951174,0.041726503909366525,0.010531354715174725,0.5176470588235293,12.405713643009783,0.009682443075084693,1.9866645650659474,0.9384851446297818
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETROSPOT CAKE CASES'})",frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.020504228498484125,0.0421254188606989,0.010531354715174725,0.5136186770428015,12.19260700389105,0.009667605501260602,1.9693901388224029,0.9371996416062556
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.020025530556885274,0.03167384713579065,0.011728099569171853,0.5856573705179282,18.49025058456351,0.011093813975499963,2.337017926624197,0.9652470285517121
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.015318334131163236,0.046194351364289135,0.011728099569171853,0.765625,16.573996113989637,0.011020479060001316,4.069570767512366,0.9542825394620659
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.021142492420615926,0.03829583532790809,0.011728099569171853,0.5547169811320755,14.48504716981132,0.0109184301610104,2.159759352865291,0.9510713079754682
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG PINK POLKADOT'}),0.020504228498484125,0.03167384713579065,0.012047231530237753,0.5875486381322956,18.54996128551686,0.011397783731139446,2.3477341630764315,0.9658964941173044
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.014680070209031434,0.046194351364289135,0.012047231530237753,0.8206521739130435,17.765206127506193,0.011369095208949322,5.3181890711809325,0.9577703300533554
"frozenset({'RED RETROSPOT CHARLOTTE BAG', 'CHARLOTTE BAG PINK POLKADOT'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.021142492420615926,0.03382798787298548,0.012047231530237753,0.569811320754717,16.84437522249911,0.01133202355302847,2.245926168540867,0.9609498769039938
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.016116164033827988,0.046194351364289135,0.012286580501037179,0.7623762376237624,16.503667983378648,0.01154210475701401,4.013932104675283,0.9547950427775274
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.020025530556885274,0.03382798787298548,0.012286580501037179,0.6135458167330676,18.137224686161012,0.011609157096208763,2.500094588081243,0.9641728457978559
"frozenset({'STRAWBERRY CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.020504228498484125,0.03829583532790809,0.012286580501037179,0.5992217898832685,15.647178988326848,0.01150135394293343,2.399591944861433,0.9556863271940245
"frozenset({'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.016116164033827988,0.03829583532790809,0.0106111377054412,0.6584158415841584,17.192883663366338,0.009993955741484168,2.815423786431342,0.9572638212462717
"frozenset({'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN'})",frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.015158768150630286,0.046194351364289135,0.0106111377054412,0.7,15.153367875647668,0.009910888243241189,3.1793521621190357,0.9483844088510324
"frozenset({'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'WOODLAND CHARLOTTE BAG'}),0.020025530556885274,0.029041008456996968,0.0106111377054412,0.5298804780876494,18.2459393196445,0.010029576103182843,2.0653449735363876,0.9645080706324959
"frozenset({'HAND OVER THE CHOCOLATE   SIGN', 'COOK WITH WINE METAL SIGN'})",frozenset({'GIN + TONIC DIET METAL SIGN'}),0.018669219722355194,0.04659326631562151,0.010690920695707675,0.5726495726495726,12.290393396557779,0.009821060769279126,2.2309717568214453,0.9361121223152531
"frozenset({'HAND OVER THE CHOCOLATE   SIGN', 'GIN + TONIC DIET METAL SIGN'})",frozenset({'COOK WITH WINE METAL SIGN'}),0.01811073879048987,0.04044997606510292,0.010690920695707675,0.5903083700440528,14.59354065114824,0.00995834174511103,2.342127477776576,0.9486574198156855
"frozenset({'COOK WITH WINE METAL SIGN', 'GIN + TONIC DIET METAL SIGN'})",frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),0.01874900271262167,0.0424445508217648,0.010690920695707675,0.5702127659574467,13.43429851223804,0.0098951276972144,2.227975550068171,0.9432486320329405
"frozenset({'PLEASE ONE PERSON METAL SIGN', 'COOK WITH WINE METAL SIGN'})",frozenset({'GIN + TONIC DIET METAL SIGN'}),0.01739269187809159,0.04659326631562151,0.010531354715174725,0.6055045871559633,12.995538519542542,0.009720972390553256,2.4167752086417966,0.9393890184731366
"frozenset({'PLEASE ONE PERSON METAL SIGN', 'GIN + TONIC DIET METAL SIGN'})",frozenset({'COOK WITH WINE METAL SIGN'}),0.016195947024094465,0.04044997606510292,0.010531354715174725,0.6502463054187192,16.075319905558633,0.009876229045698428,2.743502181109635,0.953231323862254
"frozenset({'COOK WITH WINE METAL SIGN', 'GIN + TONIC DIET METAL SIGN'})",frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.01874900271262167,0.047071964257220364,0.010531354715174725,0.5617021276595744,11.932838081500178,0.00964880232962767,2.174156198053914,0.9337036516888537
"frozenset({'HAND OVER THE CHOCOLATE   SIGN', 'PLEASE ONE PERSON METAL SIGN'})",frozenset({'COOK WITH WINE METAL SIGN'}),0.016355513004627415,0.04044997606510292,0.0102920057443753,0.6292682926829267,15.556703709048922,0.00963042563480564,2.5882599329822873,0.9512776644968283
"frozenset({'HAND OVER THE CHOCOLATE   SIGN', 'COOK WITH WINE METAL SIGN'})",frozenset({'PLEASE ONE PERSON METAL SIGN'}),0.018669219722355194,0.047071964257220364,0.0102920057443753,0.5512820512820513,11.711473272490222,0.009413208900894402,2.123668193941052,0.9320136131593875
"frozenset({'PLEASE ONE PERSON METAL SIGN', 'COOK WITH WINE METAL SIGN'})",frozenset({'HAND OVER THE CHOCOLATE   SIGN'}),0.01739269187809159,0.0424445508217648,0.0102920057443753,0.591743119266055,13.941556873835966,0.009553780750028345,2.345472897987138,0.9447029262999413
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'})",frozenset({'REGENCY CAKESTAND 3 TIER'}),0.036061911600446785,0.10140418062868996,0.019227700654220522,0.5331858407079646,5.25802622142693,0.015570872056472966,1.924954077515792,0.8401105584865797
"frozenset({'GREEN REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'ROSES REGENCY TEACUP AND SAUCER'}),0.02321685016754428,0.05082176479974469,0.019227700654220522,0.8281786941580757,16.295748434187317,0.018047779355614673,5.524217328865488,0.9609444028139715
"frozenset({'ROSES REGENCY TEACUP AND SAUCER', 'REGENCY CAKESTAND 3 TIER'})",frozenset({'GREEN REGENCY TEACUP AND SAUCER'}),0.02553055688527206,0.04627413435455561,0.019227700654220522,0.753125,16.275290948275863,0.01804629623476482,3.863193379829649,0.9631468412209104
"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER SCOTTY DOG DESIGN'})",frozenset({'HAND WARMER BIRD DESIGN'}),0.01890856869315462,0.029759055369395247,0.011169618637306526,0.590717299578059,19.85000169681338,0.010606917494610924,2.3705886997675596,0.9679242323911755
"frozenset({'HAND WARMER OWL DESIGN', 'HAND WARMER BIRD DESIGN'})",frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.018030955800223392,0.03127493218445827,0.011169618637306526,0.6194690265486725,19.807206068268012,0.010605701717433575,2.5457193642594467,0.9669483262918426
"frozenset({'HAND WARMER SCOTTY DOG DESIGN', 'HAND WARMER BIRD DESIGN'})",frozenset({'HAND WARMER OWL DESIGN'}),0.016036381043561514,0.03853518429870752,0.011169618637306526,0.6965174129353233,18.07484317542721,0.010551653738308584,3.168105376327209,0.9600705424470931
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.024972075953406735,0.06063507260252114,0.01276527844263603,0.5111821086261981,8.430469144106272,0.01125109480416554,1.9217073351334044,0.9039563047213812
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.017871389819690442,0.10539333014201373,0.01276527844263603,0.7142857142857143,6.777333189142424,0.010881753155272771,3.1311233445029525,0.8679610073111292
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG STRAWBERRY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01460028721876496,0.10539333014201373,0.0106111377054412,0.726775956284153,6.89584393343344,0.00907236481442568,3.2742604116802303,0.8676531016635588
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016834210946226266,0.10539333014201373,0.011648316578905377,0.6919431279620852,6.565340776591049,0.009874103026969451,2.9040308821543857,0.8621994288439371
"frozenset({'JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01795117280995692,0.10539333014201373,0.01244614648157013,0.6933333333333332,6.578531415594246,0.010554212599173999,2.917195662580389,0.8634910665741764
"frozenset({'JUMBO BAG ALPHABET', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.01475985319929791,0.10539333014201373,0.010132439763842349,0.6864864864864865,6.513566708267692,0.008576849682761086,2.8534867917884044,0.8591552888021154
"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG ALPHABET'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.018988351683421095,0.10539333014201373,0.010212222754108824,0.5378151260504201,5.10293322476606,0.008210977136285363,1.9356035220563703,0.8195970742517891
"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG APPLES'}),0.014281155257699059,0.04890697303334929,0.011249401627573001,0.7877094972067039,16.106281954304777,0.01055095355249964,4.480148732290275,0.9515009572028439
"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.021780756342747728,0.10539333014201373,0.011249401627573001,0.5164835164835164,4.900533229072214,0.00895385518359903,1.8502092490244715,0.813662763961844
"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG VINTAGE LEAF'})",frozenset({'JUMBO BAG APPLES'}),0.01739269187809159,0.04890697303334929,0.013323759374501356,0.7660550458715596,15.66351377643414,0.012473135461842177,4.065456468210388,0.95272786677376
"frozenset({'JUMBO BAG PEARS', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG VINTAGE LEAF'}),0.021780756342747728,0.05608744215733206,0.013323759374501356,0.6117216117216117,10.906569959201537,0.01210213246298455,2.4310200782174367,0.9285363698831844
"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG PEARS'}),0.020344662517951174,0.033429072921653105,0.013323759374501356,0.6549019607843136,19.590790397304502,0.012643656167622344,2.8008589364202088,0.9686627234170799
"frozenset({'JUMBO BAG APPLES', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.016195947024094465,0.10539333014201373,0.011807882559438328,0.7290640394088669,6.917553875814336,0.010100937767765375,3.301911890566748,0.8695229776853326
"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.020344662517951174,0.10539333014201373,0.011807882559438328,0.580392156862745,5.506915438393373,0.009663690826056047,2.132006549661556,0.8354061977931999
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.014201372267432583,0.10539333014201373,0.010212222754108824,0.7191011235955056,6.8230230758108,0.008715492838257663,3.184799744694431,0.865731982437682
"frozenset({'LUNCH BAG APPLE DESIGN', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG APPLES'}),0.015477900111696186,0.04890697303334929,0.0102920057443753,0.6649484536082474,13.596189098736987,0.0095350285009997,2.83864688048508,0.9410149133717788
"frozenset({'LUNCH BAG APPLE DESIGN', 'JUMBO BAG APPLES'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.020264879527684698,0.10539333014201373,0.0102920057443753,0.5078740157480315,4.818843991965046,0.00815622260602589,1.8178407531514282,0.8088730651718304
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG PINK VINTAGE PAISLEY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.022498803255146003,0.06063507260252114,0.012845061432902505,0.5709219858156028,9.415705487122061,0.011480844864056889,2.189263715091645,0.9143666238798889
"frozenset({'JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.017871389819690442,0.10539333014201373,0.012845061432902505,0.71875,6.819691521574565,0.010961536145539246,3.180823715050618,0.8688941475647229
"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.019227700654220522,0.06063507260252114,0.01077070368597415,0.5601659751037343,9.238316226250271,0.009604830660825946,2.1357259198376637,0.9092377173398895
"frozenset({'JUMBO BAG SCANDINAVIAN BLUE PAISLEY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.013722674325833732,0.10539333014201373,0.01077070368597415,0.7848837209302325,7.447185888069291,0.00932442534032022,4.158712086907395,0.8777663928286805
"frozenset({'JUMBO BAG STRAWBERRY', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.020344662517951174,0.10539333014201373,0.015557683101962662,0.7647058823529411,7.255733178964242,0.013413491368580381,3.802078346896441,0.880082943361712
